pm2_5,pm10,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day_of_week,pm2_5_lag_1,pm2_5_lag_3,pm2_5_rolling_mean_6,high_pollution_next_hour,prediction_probability,prediction,correct,error_type
94.8,968.6,40.2,9,7.1,14,0,93.6,83.8,85.26666666666667,1,0.9999196634967253,1,True,correct
78.0,791.6,40.1,9,5.3,15,0,94.8,89.2,88.14999999999999,1,0.9977909329772744,1,True,correct
76.8,793.5,40.4,8,3.1,16,0,78.0,93.6,87.13333333333333,1,0.9995465875995295,1,True,correct
69.8,704.1,40.2,8,1.5,17,0,76.8,94.8,86.03333333333335,1,0.9995309013250198,1,True,correct
66.8,610.9,39.8,8,1.2,18,0,69.8,78.0,83.7,1,0.9985124354383518,1,True,correct
66.8,508.5,38.8,9,3.2,19,0,66.8,76.8,79.96666666666665,1,0.9955535821133936,1,True,correct
63.1,402.3,37.6,9,5.6,20,0,66.8,69.8,75.49999999999999,1,0.9951426950126289,1,True,correct
63.6,381.8,36.2,11,6.0,21,0,63.1,66.8,70.21666666666667,1,0.9950386203472081,1,True,correct
65.0,379.0,35.8,11,4.2,22,0,63.6,66.8,67.81666666666666,1,0.9910580579106743,1,True,correct
64.5,362.3,34.3,12,7.8,23,0,65.0,63.1,65.85000000000001,1,0.9870407664720292,1,True,correct
73.3,484.3,32.9,14,10.1,0,1,64.5,63.6,64.96666666666665,1,0.9799526235873905,1,True,correct
79.2,564.4,32.1,15,10.4,1,1,73.3,65.0,66.05,1,0.9920804246964653,1,True,correct
65.7,399.5,31.5,16,6.8,2,1,79.2,64.5,68.11666666666667,1,0.9275359724812545,1,True,correct
49.8,232.4,31.3,16,7.0,3,1,65.7,73.3,68.55,1,0.968321489293448,1,True,correct
53.4,314.8,31.2,15,7.0,4,1,49.8,79.2,66.25,1,0.9736845655476829,1,True,correct
61.0,433.1,31.0,15,6.6,5,1,53.4,65.7,64.31666666666668,1,0.991565830119943,1,True,correct
84.1,741.3,31.5,14,8.5,6,1,61.0,49.8,63.73333333333333,1,0.9995662946374442,1,True,correct
135.5,1393.3,32.8,13,9.2,7,1,84.1,53.4,65.53333333333335,1,0.99970880389822,1,True,correct
158.3,1620.5,34.3,12,9.6,8,1,135.5,61.0,74.91666666666667,1,0.999793350564687,1,True,correct
207.2,2242.6,36.6,11,10.6,9,1,158.3,84.1,90.35000000000001,1,0.9998939837118862,1,True,correct
257.0,2853.6,38.2,10,10.4,10,1,207.2,135.5,116.58333333333333,1,0.9999443665443698,1,True,correct
271.9,3002.6,39.9,8,13.6,11,1,257.0,158.3,150.51666666666668,1,0.9999855611619333,1,True,correct
217.0,2443.8,40.8,8,14.0,12,1,271.9,207.2,185.66666666666666,1,0.9999855611619333,1,True,correct
152.3,1747.2,41.4,7,12.1,13,1,217.0,257.0,207.81666666666663,1,0.9999855611619333,1,True,correct
123.4,1441.7,41.2,7,11.5,14,1,152.3,271.9,210.61666666666665,1,0.9999777866235465,1,True,correct
108.0,1274.0,41.1,7,12.0,15,1,123.4,217.0,204.79999999999998,1,0.9988454362429037,1,True,correct
100.8,1203.3,40.5,8,11.6,16,1,108.0,152.3,188.26666666666665,1,0.9999320852261044,1,True,correct
102.2,1221.9,40.1,7,11.2,17,1,100.8,123.4,162.23333333333332,1,0.9998052253983661,1,True,correct
124.8,1467.8,39.7,7,12.2,18,1,102.2,108.0,133.95000000000002,1,0.9998129508612134,1,True,correct
129.0,1363.5,38.7,7,10.0,19,1,124.8,100.8,118.58333333333333,1,0.99993734900051,1,True,correct
125.7,1262.9,37.0,9,6.6,20,1,129.0,102.2,114.7,1,0.9999140253853497,1,True,correct
121.1,1192.1,36.6,9,9.6,21,1,125.7,124.8,115.08333333333333,1,0.9999060147044417,1,True,correct
107.6,994.7,35.8,9,11.6,22,1,121.1,129.0,117.26666666666665,1,0.9999493385020161,1,True,correct
83.4,663.1,34.5,10,9.1,23,1,107.6,125.7,118.39999999999999,1,0.994358082955686,1,True,correct
62.6,396.7,33.1,12,7.3,0,2,83.4,121.1,115.26666666666665,1,0.9749006040961412,1,True,correct
51.3,283.1,32.4,13,5.5,1,2,62.6,107.6,104.89999999999999,1,0.9683387451164455,1,True,correct
46.4,238.4,31.5,14,6.9,2,2,51.3,83.4,91.95,1,0.930003401524895,1,True,correct
257.0,2183.0,31.3,14,6.9,3,2,46.4,62.6,78.73333333333333,1,0.991871748659537,1,True,correct
220.7,1743.4,30.1,15,7.7,4,2,257.0,51.3,101.38333333333333,1,0.9997427632085626,1,True,correct
243.1,2019.1,29.1,16,8.6,5,2,220.7,46.4,120.23333333333333,1,0.999719951414032,1,True,correct
285.9,2384.2,29.1,15,8.5,6,2,243.1,257.0,146.85,1,0.9999664525098919,1,True,correct
334.3,2607.7,30.1,14,8.4,7,2,285.9,220.7,184.0666666666667,1,0.9999664525098919,1,True,correct
307.3,2525.7,32.0,13,10.8,8,2,334.3,243.1,231.23333333333335,1,0.9999897761250524,1,True,correct
332.5,2786.5,34.0,12,11.7,9,2,307.3,285.9,274.71666666666664,1,0.9999897761250524,1,True,correct
338.1,2957.9,36.0,11,12.3,10,2,332.5,334.3,287.3,1,0.9999594730947493,1,True,correct
298.0,2659.9,37.6,10,12.0,11,2,338.1,307.3,306.8666666666666,1,0.9999552581316302,1,True,correct
246.8,2197.9,38.5,9,11.1,12,2,298.0,332.5,316.01666666666665,1,0.9999777866235465,1,True,correct
199.8,1791.9,39.2,9,9.6,13,2,246.8,338.1,309.5,1,0.9999544630083862,1,True,correct
166.7,1493.8,39.6,8,8.1,14,2,199.8,298.0,287.0833333333333,1,0.9999544630083862,1,True,correct
162.5,1527.4,39.5,8,7.8,15,2,166.7,246.8,263.65000000000003,1,0.9999544630083862,1,True,correct
138.8,1300.1,39.2,8,8.1,16,2,162.5,199.8,235.3166666666667,1,0.9999544630083862,1,True,correct
125.3,1169.7,38.7,9,8.0,17,2,138.8,166.7,202.10000000000002,1,0.9999009870725571,1,True,correct
128.5,1192.1,37.9,9,8.3,18,2,125.3,162.5,173.3166666666667,1,0.9999009870725571,1,True,correct
164.8,1419.3,36.8,10,9.9,19,2,128.5,138.8,153.60000000000002,1,0.9999305436444764,1,True,correct
208.6,1840.3,35.5,11,11.6,20,2,164.8,125.3,147.76666666666668,1,0.9999960090818112,1,True,correct
252.4,2220.3,34.5,12,11.0,21,2,208.6,128.5,154.75000000000003,1,0.9999960090818112,1,True,correct
268.2,2309.7,33.3,12,10.7,22,2,252.4,164.8,169.73333333333332,1,0.9999897761250524,1,True,correct
256.1,2160.7,32.3,12,9.8,23,2,268.2,208.6,191.29999999999998,1,0.9999897761250524,1,True,correct
225.4,1847.7,31.4,12,9.1,0,3,256.1,252.4,213.10000000000002,1,0.9993768787261881,1,True,correct
188.6,1486.4,30.6,12,7.9,1,3,225.4,268.2,229.25,1,0.9995785453928548,1,True,correct
160.2,1218.2,29.6,12,6.3,2,3,188.6,256.1,233.21666666666667,1,0.9969820559777365,1,True,correct
176.0,1374.6,29.6,13,5.4,3,3,160.2,225.4,225.15,1,0.9999514571959276,1,True,correct
137.4,964.9,28.7,13,6.1,4,3,176.0,188.6,212.41666666666666,1,0.9999664525098919,1,True,correct
113.2,726.4,28.2,14,3.7,5,3,137.4,160.2,190.61666666666667,1,0.9998606868062965,1,True,correct
94.1,538.3,28.2,15,3.1,6,3,113.2,176.0,166.79999999999998,1,0.9981258206612553,1,True,correct
100.6,566.2,29.3,13,3.5,7,3,94.1,137.4,144.91666666666666,1,0.9992958108964898,1,True,correct
92.0,547.6,30.9,13,3.9,8,3,100.6,113.2,130.25,1,0.9994763698491174,1,True,correct
101.3,739.5,33.0,12,6.0,9,3,92.0,94.1,118.88333333333333,1,0.9997508429093486,1,True,correct
110.8,925.7,34.9,11,6.1,10,3,101.3,100.6,106.43333333333334,1,0.9997873461000087,1,True,correct
107.1,935.0,36.5,9,5.4,11,3,110.8,92.0,102.0,1,0.9999244634967254,1,True,correct
104.1,910.8,37.7,9,4.1,12,3,107.1,101.3,100.98333333333333,1,0.9999456677403773,1,True,correct
100.1,851.2,38.6,8,4.5,13,3,104.1,110.8,102.64999999999999,1,0.9999060147044417,1,True,correct
94.8,771.1,39.1,8,4.6,14,3,100.1,107.1,102.56666666666666,1,0.9997753565985028,1,True,correct
79.2,583.0,38.7,8,6.6,15,3,94.8,104.1,103.03333333333332,1,0.9978332885534104,1,True,correct
78.9,558.8,38.6,9,6.3,16,3,79.2,100.1,99.35000000000001,1,0.9984733298807545,1,True,correct
77.1,514.1,38.1,9,7.6,17,3,78.9,94.8,94.03333333333335,1,0.9972400381706714,1,True,correct
75.4,465.7,37.4,9,8.6,18,3,77.1,79.2,89.03333333333332,1,0.9938673156400015,1,True,correct
77.8,377.2,36.7,10,8.3,19,3,75.4,78.9,84.25,1,0.9929944990906431,1,True,correct
88.5,475.0,36.1,10,8.7,20,3,77.8,77.1,80.53333333333333,1,0.995604423104226,1,True,correct
114.3,728.3,35.6,11,7.0,21,3,88.5,75.4,79.48333333333333,1,0.9999054917117607,1,True,correct
127.6,827.0,34.5,12,6.0,22,3,114.3,77.8,85.33333333333333,1,0.9999334674126336,1,True,correct
115.7,665.0,33.8,12,6.5,23,3,127.6,88.5,93.45,1,0.9984262765423572,1,True,correct
100.1,517.8,32.9,13,6.5,0,4,115.7,114.3,99.88333333333333,1,0.9868672816318544,1,True,correct
88.9,427.5,32.2,14,5.2,1,4,100.1,127.6,104.0,1,0.9647238575965451,1,True,correct
85.0,395.8,31.6,14,3.9,2,4,88.9,115.7,105.85000000000001,1,0.9465488803810856,1,True,correct
163.4,1359.7,31.1,15,3.6,3,4,85.0,100.1,105.26666666666665,1,0.999470554538951,1,True,correct
232.8,1929.7,29.6,16,9.3,4,4,163.4,88.9,113.45,1,0.9998503538731434,1,True,correct
283.1,2227.7,27.8,17,7.1,5,4,232.8,85.0,130.98333333333332,1,0.999881013092328,1,True,correct
284.1,2116.0,27.7,18,6.4,6,4,283.1,163.4,158.88333333333335,1,0.9999770990670491,1,True,correct
258.0,1784.4,28.9,17,4.5,7,4,284.1,232.8,189.55000000000004,1,0.9999860928838001,1,True,correct
221.2,1553.4,30.6,15,5.9,8,4,258.0,283.1,217.73333333333335,1,0.9999664525098919,1,True,correct
227.7,1840.3,32.8,12,9.3,9,4,221.2,284.1,240.4333333333333,1,0.9999664525098919,1,True,correct
239.3,2019.1,34.4,11,10.8,10,4,227.7,258.0,251.15,1,0.9999594730947493,1,True,correct
241.2,2048.9,36.1,10,11.4,11,4,239.3,221.2,252.23333333333332,1,0.9999516985563627,1,True,correct
225.8,1914.8,37.4,9,11.6,12,4,241.2,227.7,245.25,1,0.9999855611619333,1,True,correct
203.5,1713.6,38.4,9,12.0,13,4,225.8,239.3,235.53333333333333,1,0.9999855611619333,1,True,correct
183.9,1534.8,39.1,9,11.3,14,4,203.5,241.2,226.44999999999996,1,0.9999777866235465,1,True,correct
172.8,1467.8,38.9,9,10.1,15,4,183.9,225.8,220.23333333333335,1,0.9999777866235465,1,True,correct
163.0,1404.4,39.0,9,9.8,16,4,172.8,203.5,211.08333333333334,1,0.9999777866235465,1,True,correct
171.8,1516.2,38.7,9,10.3,17,4,163.0,183.9,198.36666666666667,1,0.9999777866235465,1,True,correct
242.1,2160.7,37.8,9,14.2,18,4,171.8,172.8,186.79999999999998,1,0.9999855611619333,1,True,correct
354.8,2905.7,37.2,10,10.6,19,4,242.1,163.0,189.51666666666668,1,0.9999777866235465,1,True,correct
391.2,3084.5,36.7,10,10.6,20,4,354.8,171.8,214.73333333333335,1,0.9999474835932435,1,True,correct
383.7,2987.7,35.5,11,11.8,21,4,391.2,242.1,249.28333333333333,1,0.9999594730947493,1,True,correct
370.7,2861.0,34.5,11,11.7,22,4,383.7,354.8,284.43333333333334,1,0.9999594730947493,1,True,correct
347.4,2682.2,33.5,12,11.3,23,4,370.7,391.2,319.05,1,0.9999897761250524,1,True,correct
315.7,2428.9,32.4,13,9.4,0,5,347.4,383.7,348.31666666666666,1,0.9994130668726426,1,True,correct
281.3,2123.4,31.4,14,8.2,1,5,315.7,370.7,360.5833333333333,1,0.9995730668726425,1,True,correct
248.7,1832.8,30.4,15,7.5,2,5,281.3,347.4,348.3333333333333,1,0.9987578603156688,1,True,correct
230.0,1661.5,29.9,15,7.9,3,5,248.7,315.7,324.5833333333333,1,0.9999402840115701,1,True,correct
236.1,1780.7,29.1,16,9.1,4,5,230.0,281.3,298.9666666666667,1,0.9999860928838001,1,True,correct
251.5,1944.6,28.7,17,9.3,5,5,236.1,248.7,276.53333333333336,1,0.9999860928838001,1,True,correct
272.9,2101.1,28.8,17,9.2,6,5,251.5,230.0,260.55,1,0.9999860928838001,1,True,correct
289.6,1996.8,29.4,16,7.4,7,5,272.9,236.1,253.41666666666666,1,0.9999860928838001,1,True,correct
245.9,1896.2,31.0,15,8.0,8,5,289.6,251.5,254.79999999999998,1,0.9999664525098919,1,True,correct
255.2,2116.0,33.5,13,8.0,9,5,245.9,272.9,254.33333333333334,1,0.9999664525098919,1,True,correct
239.3,2026.6,35.8,11,7.0,10,5,255.2,289.6,258.5333333333333,1,0.9995647385775658,1,True,correct
190.9,1628.0,38.1,10,5.8,11,5,239.3,245.9,259.06666666666666,1,0.9999241599780831,1,True,correct
138.3,1199.5,40.0,7,5.4,12,5,190.9,255.2,248.96666666666667,1,0.9999544630083862,1,True,correct
143.9,1296.4,41.1,6,9.0,13,5,138.3,239.3,226.5333333333334,1,0.9995676537392238,1,True,correct
158.3,1460.3,41.5,6,11.7,14,5,143.9,190.9,202.25,1,0.9995987518927711,1,True,correct
179.7,1676.4,41.7,6,10.0,15,5,158.3,138.3,187.65,1,0.9999840195803054,1,True,correct
185.3,1717.4,41.3,6,13.8,16,5,179.7,143.9,175.0666666666667,1,0.999991794118692,1,True,correct
179.7,1646.6,40.3,6,13.6,17,5,185.3,158.3,166.0666666666667,1,0.9999855611619333,1,True,correct
196.0,1728.5,39.6,6,11.1,18,5,179.7,179.7,164.2,1,0.9999777866235465,1,True,correct
165.8,1177.2,38.6,7,11.0,19,5,196.0,185.3,173.8166666666667,1,0.9999777866235465,1,True,correct
273.8,2205.4,35.6,9,17.0,20,5,165.8,179.7,177.46666666666667,1,0.9999326332679095,1,True,correct
527.1,3226.1,30.5,12,12.1,23,5,588.6,273.8,326.5,1,0.9999897761250524,1,True,correct
474.0,3233.6,29.5,13,9.8,0,6,527.1,555.1,384.40000000000003,1,0.9998021675179452,1,True,correct
426.5,3024.9,28.7,13,9.0,1,6,474.0,588.6,430.73333333333335,1,0.9798930766088543,1,True,correct
377.2,2764.2,27.9,13,9.9,2,6,426.5,527.1,474.18333333333334,1,0.998997209568463,1,True,correct
394.9,2913.2,27.7,12,12.9,3,6,377.2,474.0,491.4166666666667,1,0.9991174922852287,1,True,correct
425.6,3144.1,26.6,12,14.2,4,6,394.9,426.5,464.71666666666664,1,0.9959507823083015,1,True,correct
455.4,3062.2,25.4,11,13.8,5,6,425.6,377.2,437.54999999999995,1,0.9998862912438105,1,True,correct
491.7,3248.5,24.9,12,11.0,6,6,455.4,394.9,425.59999999999997,1,0.9999507823083015,1,True,correct
457.3,3255.9,25.5,12,11.2,7,6,491.7,425.6,428.55,1,0.9919507823083015,1,True,correct
413.5,3017.5,27.0,12,11.3,8,6,457.3,455.4,433.68333333333334,1,0.995255712065602,1,True,correct
355.8,2741.8,28.9,11,11.4,9,6,413.5,491.7,439.73333333333335,1,0.9952344028520499,1,True,correct
308.3,2495.9,30.7,11,10.5,10,6,355.8,457.3,433.2166666666667,1,0.9952344028520499,1,True,correct
279.4,2339.5,32.3,10,10.5,11,6,308.3,413.5,413.6666666666667,1,0.9999594730947493,1,True,correct
264.5,2265.0,33.5,10,11.0,12,6,279.4,355.8,384.3333333333333,1,0.9999594730947493,1,True,correct
245.9,2138.3,34.2,9,11.2,13,6,264.5,308.3,346.4666666666667,1,0.9999897761250524,1,True,correct
222.6,1981.9,34.6,9,9.6,14,6,245.9,279.4,311.23333333333335,1,0.9999664525098919,1,True,correct
196.0,1844.0,35.1,9,8.7,15,6,222.6,264.5,279.4166666666667,1,0.9999664525098919,1,True,correct
179.7,1717.4,35.1,9,9.8,16,6,196.0,245.9,252.7833333333333,1,0.9999897761250524,1,True,correct
171.8,1650.3,34.5,9,10.1,17,6,179.7,222.6,231.35,1,0.9999897761250524,1,True,correct
170.0,1624.2,33.8,9,10.2,18,6,171.8,196.0,213.41666666666666,1,0.9999897761250524,1,True,correct
188.6,1639.1,32.9,9,9.2,19,6,170.0,179.7,197.66666666666666,1,0.9999664525098919,1,True,correct
179.7,1445.4,32.0,9,9.3,20,6,188.6,171.8,188.11666666666667,1,0.9999664525098919,1,True,correct
178.3,1389.5,31.2,9,10.9,21,6,179.7,170.0,180.96666666666667,1,0.9999897761250524,1,True,correct
177.4,1352.3,29.8,10,8.7,22,6,178.3,188.6,178.01666666666668,1,0.999936149479589,1,True,correct
177.0,1333.7,28.8,11,8.5,23,6,177.4,179.7,177.63333333333333,1,0.999936149479589,1,True,correct
187.7,1445.4,27.7,12,7.6,0,0,177.0,178.3,178.5,1,0.9996801146346187,1,True,correct
197.0,1546.0,26.9,13,7.5,1,0,187.7,177.4,181.45000000000002,1,0.9997359856827326,1,True,correct
204.0,1609.3,26.2,14,8.5,2,0,197.0,177.0,182.85,1,0.9993956717618585,1,True,correct
243.1,1959.5,26.1,14,9.4,3,0,204.0,187.7,186.9,1,0.9999312901948191,1,True,correct
274.7,2257.5,25.1,16,9.2,4,0,243.1,197.0,197.70000000000002,1,0.9999770990670491,1,True,correct
281.3,2265.0,24.2,17,8.4,5,0,274.7,204.0,213.91666666666666,1,0.9999770990670491,1,True,correct
263.6,2041.5,24.1,18,6.8,6,0,281.3,243.1,231.29999999999998,1,0.9999770990670491,1,True,correct
230.0,1706.2,25.2,17,5.4,7,0,263.6,274.7,243.94999999999996,1,0.9999770990670491,1,True,correct
196.0,1553.4,26.9,15,6.2,8,0,230.0,281.3,249.44999999999996,1,0.999957458693141,1,True,correct
174.6,1501.3,29.1,14,7.4,9,0,196.0,263.6,248.11666666666665,1,0.9999664525098919,1,True,correct
175.1,1575.8,30.8,13,7.9,10,0,174.6,230.0,236.70000000000002,1,0.9999664525098919,1,True,correct
172.3,1594.4,32.2,12,7.5,11,0,175.1,196.0,220.1,1,0.9999664525098919,1,True,correct
168.6,1590.7,33.5,11,6.4,12,0,172.3,174.6,201.9333333333333,1,0.9995725131159527,1,True,correct
160.2,1531.1,34.9,10,6.8,13,0,168.6,175.1,186.10000000000002,1,0.999936149479589,1,True,correct
152.7,1471.5,36.0,10,8.1,14,0,160.2,172.3,174.46666666666667,1,0.9999283749412022,1,True,correct
147.1,1423.1,36.2,11,9.0,15,0,152.7,168.6,167.25,1,0.9999586779715053,1,True,correct
129.5,1251.7,36.1,11,8.0,16,0,147.1,160.2,162.66666666666666,1,0.9999052020356763,1,True,correct
104.8,990.9,35.6,11,6.7,17,0,129.5,152.7,155.06666666666666,1,0.9990653619327592,1,True,correct
81.3,715.3,35.0,11,5.7,18,0,104.8,147.1,143.81666666666663,1,0.9997771674405859,1,True,correct
69.6,452.6,34.2,12,5.5,19,0,81.3,129.5,129.26666666666668,1,0.9864456985044351,1,True,correct
74.0,430.3,33.6,13,4.3,20,0,69.6,104.8,114.16666666666667,1,0.995326118957832,1,True,correct
84.5,447.0,33.6,14,2.7,21,0,74.0,81.3,101.05,1,0.9854503363103126,1,True,correct
91.7,461.9,32.7,17,0.2,22,0,84.5,69.6,90.61666666666667,1,0.9741240650753857,1,True,correct
94.3,478.7,31.8,19,1.8,23,0,91.7,74.0,84.31666666666666,1,0.9974622988906738,1,True,correct
95.5,497.3,30.7,17,4.5,0,1,94.3,84.5,82.56666666666666,1,0.9892673765723335,1,True,correct
96.2,514.1,29.8,18,4.6,1,1,95.5,91.7,84.93333333333334,1,0.990267297603227,1,True,correct
96.6,538.3,29.0,18,6.1,2,1,96.2,94.3,89.36666666666667,1,0.9795593407416133,1,True,correct
77.1,399.5,29.3,17,6.5,3,1,96.6,95.5,93.13333333333333,1,0.9830753394813763,1,True,correct
89.2,555.1,28.7,17,7.4,4,1,77.1,96.2,91.89999999999999,1,0.999446687659157,1,True,correct
108.3,739.5,28.3,18,6.7,5,1,89.2,96.6,91.48333333333333,1,0.9999466609502055,1,True,correct
122.0,841.9,28.6,17,6.0,6,1,108.3,77.1,93.81666666666666,1,0.9998230246038288,1,True,correct
147.1,1058.0,30.5,15,3.8,7,1,122.0,89.2,98.23333333333333,1,0.9991915561978781,1,True,correct
164.8,1240.5,32.9,13,5.4,8,1,147.1,108.3,106.71666666666665,1,0.9999260148868557,1,True,correct
186.7,1598.1,35.1,11,12.2,9,1,164.8,122.0,118.08333333333333,1,0.9999563560458756,1,True,correct
235.6,2108.5,36.8,10,14.0,10,1,186.7,147.1,136.35,1,0.9999521410827565,1,True,correct
278.5,2488.5,38.6,9,13.6,11,1,235.6,164.8,160.75,1,0.9999855611619333,1,True,correct
285.0,2540.6,40.0,8,13.9,12,1,278.5,186.7,189.11666666666665,1,0.9999855611619333,1,True,correct
272.9,2451.2,40.9,8,14.2,13,1,285.0,235.6,216.2833333333333,1,0.9999855611619333,1,True,correct
250.5,2272.4,42.0,7,13.5,14,1,272.9,278.5,237.25,1,0.9999855611619333,1,True,correct
260.8,2414.0,42.0,7,15.5,15,1,250.5,285.0,251.5333333333333,1,0.9999855611619333,1,True,correct
255.2,2369.3,41.7,7,15.7,16,1,260.8,272.9,263.8833333333333,1,0.9999284183047904,1,True,correct
256.1,2361.8,41.2,7,15.2,17,1,255.2,250.5,267.15,1,0.9999855611619333,1,True,correct
278.5,2346.9,40.5,7,12.2,18,1,256.1,260.8,263.4166666666667,1,0.9999855611619333,1,True,correct
251.5,1944.6,39.1,8,9.2,19,1,278.5,255.2,262.3333333333333,1,0.9999544630083862,1,True,correct
214.2,1456.6,37.7,8,8.6,20,1,251.5,256.1,258.76666666666665,1,0.9999544630083862,1,True,correct
204.0,1382.1,36.9,9,6.5,21,1,214.2,278.5,252.71666666666667,1,0.9999544630083862,1,True,correct
197.4,1363.5,35.8,10,5.3,22,1,204.0,251.5,243.25,1,0.9999283749412022,1,True,correct
169.0,1076.6,34.6,10,8.2,23,1,197.4,214.2,233.61666666666667,1,0.999936149479589,1,True,correct
129.0,678.0,33.3,11,6.1,0,2,169.0,204.0,219.1,1,0.9128683002267286,1,True,correct
122.0,618.4,33.0,12,10.1,1,2,129.0,197.4,194.1833333333333,1,0.970522706173607,1,True,correct
122.9,607.2,32.1,14,9.8,2,2,122.0,169.0,172.6,1,0.946334509046604,1,True,correct
196.0,1277.8,31.9,15,4.9,3,2,122.9,129.0,157.38333333333333,1,0.9998529321655755,1,True,correct
149.5,851.2,31.7,16,3.1,4,2,196.0,122.0,156.04999999999998,1,0.9999084427933043,1,True,correct
127.6,685.5,31.2,20,2.3,5,2,149.5,122.9,148.06666666666666,1,0.9999084427933043,1,True,correct
148.1,957.4,30.6,17,6.4,6,2,127.6,196.0,141.16666666666666,1,0.9999464889234041,1,True,correct
185.8,1385.8,31.3,17,8.2,7,2,148.1,149.5,144.35,1,0.999992325840559,1,True,correct
216.5,1788.1,31.8,17,11.3,8,2,185.8,127.6,154.98333333333332,1,0.9999960090818112,1,True,correct
284.1,2346.9,32.4,17,10.3,9,2,216.5,148.1,170.58333333333334,1,0.9999960090818112,1,True,correct
295.2,2406.5,34.1,15,7.6,10,2,284.1,185.8,185.26666666666665,1,0.9999664525098919,1,True,correct
269.2,2197.9,36.1,13,5.4,11,2,295.2,216.5,209.54999999999998,1,0.9999586779715053,1,True,correct
239.3,1959.5,37.6,12,5.3,12,2,269.2,284.1,233.15,1,0.9999544630083862,1,True,correct
211.9,1717.4,38.6,11,6.6,13,2,239.3,295.2,248.35,1,0.9995605236144467,1,True,correct
181.6,1456.6,39.2,10,6.8,14,2,211.9,269.2,252.70000000000002,1,0.9999241599780831,1,True,correct
173.2,1482.7,39.4,9,8.2,15,2,181.6,239.3,246.88333333333333,1,0.9999544630083862,1,True,correct
155.5,1326.2,39.2,9,8.5,16,2,173.2,211.9,228.39999999999998,1,0.9999544630083862,1,True,correct
152.3,1303.9,38.5,9,8.5,17,2,155.5,181.6,205.11666666666667,1,0.9999544630083862,1,True,correct
159.7,1374.6,37.5,10,9.9,18,2,152.3,173.2,185.63333333333333,1,0.9999474835932435,1,True,correct
203.0,1676.4,36.6,10,9.2,19,2,159.7,155.5,172.36666666666667,1,0.9999544630083862,1,True,correct
219.8,1788.1,35.6,10,10.1,20,2,203.0,152.3,170.88333333333333,1,0.9999897761250524,1,True,correct
220.7,1750.9,34.4,11,8.6,21,2,219.8,159.7,177.25,1,0.9999664525098919,1,True,correct
208.2,1601.9,33.2,12,6.4,22,2,220.7,203.0,185.16666666666666,1,0.9999664525098919,1,True,correct
181.6,1307.6,32.3,13,7.3,23,2,208.2,219.8,193.95000000000002,1,0.9999664525098919,1,True,correct
149.9,944.4,31.3,13,7.3,0,3,181.6,220.7,198.83333333333334,1,0.9992435453928549,1,True,correct
140.6,869.9,30.3,14,6.6,1,3,149.9,208.2,197.20000000000002,1,0.9993917361236927,1,True,correct
141.1,918.3,29.6,14,7.0,2,3,140.6,181.6,186.79999999999998,1,0.99891740685755,1,True,correct
162.5,1117.6,29.5,14,7.8,3,3,141.1,149.9,173.6833333333333,1,0.9998868080757413,1,True,correct
153.2,1054.3,28.8,15,9.7,4,3,162.5,140.6,163.98333333333332,1,0.9999564051214151,1,True,correct
152.3,1069.2,28.4,16,9.9,5,3,153.2,141.1,154.8166666666667,1,0.9999564051214151,1,True,correct
175.1,1311.3,28.8,16,8.5,6,3,152.3,162.5,149.93333333333334,1,0.9999860928838001,1,True,correct
234.7,1683.8,30.1,15,5.1,7,3,175.1,153.2,154.13333333333335,1,0.9999664525098919,1,True,correct
224.0,1691.3,32.6,13,5.1,8,3,234.7,152.3,169.81666666666666,1,0.9999664525098919,1,True,correct
247.7,1967.0,34.8,12,7.5,9,3,224.0,175.1,183.63333333333333,1,0.9999664525098919,1,True,correct
274.7,2190.5,36.8,11,9.1,10,3,247.7,234.7,197.83333333333334,1,0.9999241599780831,1,True,correct
293.4,2339.5,38.7,10,9.2,11,3,274.7,224.0,218.08333333333334,1,0.9999241599780831,1,True,correct
304.5,2428.9,40.4,9,8.4,12,3,293.4,247.7,241.6,1,0.9999544630083862,1,True,correct
299.0,2466.1,42.1,8,11.2,13,3,304.5,274.7,263.1666666666667,1,0.9999777866235465,1,True,correct
247.7,2041.5,42.7,7,15.5,14,3,299.0,293.4,273.8833333333333,1,0.9999855611619333,1,True,correct
237.0,1989.3,42.4,7,14.7,15,3,247.7,304.5,277.8333333333333,1,0.9999855611619333,1,True,correct
209.1,1762.1,41.8,7,13.9,16,3,237.0,299.0,276.05,1,0.9999855611619333,1,True,correct
201.2,1680.1,41.9,7,10.3,17,3,209.1,247.7,265.1166666666666,1,0.9999777866235465,1,True,correct
206.3,1590.7,41.5,7,10.8,18,3,201.2,237.0,249.75,1,0.9999777866235465,1,True,correct
167.6,944.4,40.5,7,7.9,19,3,206.3,209.1,233.38333333333333,1,0.9999544630083862,1,True,correct
184.9,1162.3,39.3,9,3.7,20,3,167.6,201.2,211.48333333333335,1,0.9999327827915839,1,True,correct
215.6,1542.3,38.9,9,5.5,21,3,184.9,206.3,201.01666666666665,1,0.9999544630083862,1,True,correct
305.5,2332.0,38.1,9,5.7,22,3,215.6,167.6,197.44999999999996,1,0.9999544630083862,1,True,correct
333.4,2466.1,37.3,9,5.8,23,3,305.5,184.9,213.51666666666665,1,0.9999544630083862,1,True,correct
